order_id,quantity,item_name,choice_description,item_price,item_price_per
806,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese Guacamole Lettuce ,11.25,11.25
806,1,chips and guacamole,,4.45,4.45
807,1,chips and tomatillo red chili salsa,,2.95,2.95
807,1,carnitas soft tacos, Tomatillo Red Chili Salsa Rice Lettuce ,9.25,9.25
807,1,chicken bowl, Tomatillo Red Chili Salsa Rice Pinto Beans Guacamole Lettuce ,11.25,11.25
807,1,canned soft drink, Coke ,1.25,1.25
808,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
808,1,chips and tomatillo red chili salsa,,2.95,2.95
808,1,canned soft drink, Sprite ,1.25,1.25
809,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Sour Cream Lettuce ,8.75,8.75
809,1,chips and guacamole,,4.45,4.45
810,1,steak burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Rice Guacamole Lettuce ,11.48,11.48
810,1,steak burrito, Fresh Tomato Salsa Mild Black Beans Rice Guacamole Lettuce ,11.48,11.48
811,1,chicken bowl, Fresh Tomato Salsa Mild Rice Black Beans Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
811,1,chips and tomatillo red chili salsa,,2.39,2.39
812,1,chicken bowl, Tomatillo Green Chili Salsa Rice Sour Cream Guacamole ,11.25,11.25
812,1,barbacoa bowl, Tomatillo Red Chili Salsa Black Beans Cheese Sour Cream Guacamole ,11.75,11.75
812,1,chips,,2.15,2.15
813,1,bottled water,,1.5,1.5
813,1,chips,,2.15,2.15
813,1,chicken bowl, Tomatillo Red Chili Salsa Rice Black Beans Sour Cream Cheese Lettuce ,8.75,8.75
814,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole Lettuce ,11.25,11.25
814,2,chips and guacamole,,8.9,4.45
814,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
815,1,chicken bowl, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
815,1,canned soft drink, Diet Coke ,1.25,1.25
816,1,chips and guacamole,,4.45,4.45
816,1,steak burrito, Tomatillo Red Chili Salsa Fajita Vegetables Rice Cheese Sour Cream ,9.25,9.25
816,1,steak crispy tacos, Tomatillo Red Chili Salsa Fajita Vegetables Rice Cheese Sour Cream Lettuce ,9.25,9.25
816,1,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
817,1,carnitas bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,9.25,9.25
817,1,veggie bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,8.75,8.75
817,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
818,1,steak bowl, Fresh Tomato Salsa Rice Cheese Lettuce ,9.25,9.25
818,1,chicken salad bowl, Roasted Chili Corn Salsa Rice Black Beans Lettuce ,8.75,8.75
818,1,carnitas burrito, Tomatillo Green Chili Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.75,11.75
818,1,carnitas bowl, Tomatillo Red Chili Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole Lettuce ,11.75,11.75
818,1,veggie bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,8.75,8.75
818,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
818,2,chips and guacamole,,8.9,4.45
818,1,chips and fresh tomato salsa,,2.95,2.95
819,1,chicken bowl, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
820,1,veggie bowl, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
820,1,chicken burrito, Fresh Tomato Salsa Mild Tomatillo Green Chili Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
821,1,chicken burrito, Tomatillo Green Chili Salsa Medium Rice Cheese Guacamole ,10.98,10.98
822,1,steak bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Lettuce ,8.99,8.99
822,1,steak bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream ,8.99,8.99
823,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
823,2,chicken burrito, Fresh Tomato Salsa Rice ,17.5,8.75
823,1,steak bowl, Tomatillo Green Chili Salsa Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
824,1,chips and guacamole,,3.99,3.99
824,1,chicken soft tacos, Roasted Chili Corn Salsa Medium Cheese Sour Cream ,8.49,8.49
825,1,chicken bowl, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Guacamole ,10.98,10.98
825,1,side of chips,,1.69,1.69
826,2,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,17.5,8.75
827,1,steak burrito, Roasted Chili Corn Salsa Medium Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
827,1,chips and roasted chili corn salsa,,2.39,2.39
828,1,steak burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.99,8.99
828,1,chips and fresh tomato salsa,,2.39,2.39
829,1,canned soft drink, Sprite ,1.25,1.25
829,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Lettuce ,8.75,8.75
829,1,chips and tomatillo red chili salsa,,2.95,2.95
830,1,steak burrito, Tomatillo Green Chili Salsa Fajita Vegetables Cheese Sour Cream Guacamole Lettuce Rice ,11.75,11.75
830,1,chicken soft tacos, Tomatillo Green Chili Salsa Guacamole Sour Cream ,11.25,11.25
831,2,chicken burrito, Fresh Tomato Salsa Lettuce Rice Black Beans Cheese ,17.5,8.75
832,1,chicken bowl, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Rice Fajita Veggies ,8.49,8.49
832,1,veggie bowl, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Rice Fajita Veggies ,8.49,8.49
832,1,chips and fresh tomato salsa,,2.39,2.39
833,1,chicken bowl, Fresh Tomato Salsa Sour Cream Guacamole Lettuce ,11.25,11.25
833,1,bottled water,,1.5,1.5
834,1,veggie burrito, Fresh Tomato Salsa Cheese Rice Pinto Beans ,8.75,8.75
834,2,bottled water,,3.0,1.5
834,1,canned soft drink, Diet Coke ,1.25,1.25
835,1,chicken bowl, Fresh Tomato Salsa Cheese ,8.75,8.75
835,1,chips and guacamole,,4.45,4.45
836,1,steak bowl, Tomatillo Green Chili Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole ,11.75,11.75
836,1,barbacoa bowl, Tomatillo Green Chili Salsa Fajita Vegetables Pinto Beans Sour Cream Guacamole Lettuce ,11.75,11.75
836,1,chips and guacamole,,4.45,4.45
837,2,chicken bowl, Tomatillo Red Chili Salsa Hot Pinto Beans Cheese Sour Cream Rice Fajita Veggies Guacamole ,21.96,10.98
838,1,chicken soft tacos, Fresh Tomato Salsa Cheese Sour Cream Lettuce ,8.75,8.75
838,1,chips and guacamole,,4.45,4.45
839,1,chicken soft tacos, Fresh Tomato Salsa Cheese Sour Cream Guacamole ,11.25,11.25
839,1,carnitas soft tacos, Tomatillo Green Chili Salsa ,9.25,9.25
840,1,steak burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.99,8.99
840,1,chips and fresh tomato salsa,,2.39,2.39
841,1,barbacoa soft tacos, Fresh Tomato Salsa Rice Black Beans Pinto Beans Cheese Sour Cream ,9.25,9.25
841,1,veggie burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
842,1,chicken burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
842,1,chicken soft tacos, Fresh Tomato Salsa Mild Rice Fajita Veggies Sour Cream Lettuce ,8.49,8.49
842,1,chips and guacamole,,3.99,3.99
842,1,izze, Clementine ,3.39,3.39
843,1,steak bowl, Tomatillo Red Chili Salsa Black Beans Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
843,1,bottled water,,1.5,1.5
844,1,chips and guacamole,,4.45,4.45
844,1,carnitas burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,9.25,9.25
844,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
845,1,canned soft drink, Coke ,1.25,1.25
845,1,steak bowl, Tomatillo Green Chili Salsa Rice Black Beans Guacamole Lettuce ,11.75,11.75
846,1,veggie burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese ,8.75,8.75
846,1,bottled water,,1.5,1.5
846,1,chicken burrito, Fresh Tomato Salsa Cheese Lettuce ,8.75,8.75
847,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
847,1,chips,,2.15,2.15
847,1,bottled water,,1.5,1.5
848,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,8.75,8.75
848,1,chips and tomatillo red chili salsa,,2.95,2.95
848,1,chicken bowl, Tomatillo Red Chili Salsa Rice Black Beans ,8.75,8.75
848,1,chicken burrito, Tomatillo Red Chili Salsa Black Beans Cheese Sour Cream ,8.75,8.75
848,2,chicken bowl, Fresh Tomato Salsa Black Beans Cheese Sour Cream ,17.5,8.75
848,1,chicken burrito, Fresh Tomato Salsa Pinto Beans Cheese Sour Cream ,8.75,8.75
849,1,6 pack soft drink, Coke ,6.49,6.49
849,1,chips and guacamole,,4.45,4.45
849,1,chicken burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.25,11.25
850,1,chicken salad bowl, Fresh Tomato Salsa Rice Fajita Vegetables Pinto Beans Black Beans Lettuce Guacamole ,11.25,11.25
850,2,chips,,4.3,2.15
850,1,chicken salad bowl, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
851,1,chicken bowl, Tomatillo Green Chili Salsa Fajita Vegetables Rice Cheese Guacamole Lettuce ,11.25,11.25
851,1,chips and guacamole,,4.45,4.45
852,1,steak burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Sour Cream Lettuce ,8.99,8.99
852,1,chips and fresh tomato salsa,,2.39,2.39
853,1,steak burrito, Roasted Chili Corn Salsa Cheese Black Beans Lettuce ,9.25,9.25
853,1,carnitas soft tacos, Roasted Chili Corn Salsa Lettuce Cheese ,9.25,9.25
854,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream ,9.25,9.25
854,1,chips and guacamole,,4.45,4.45
855,1,steak burrito, Roasted Chili Corn Salsa Rice Cheese Guacamole Lettuce ,11.75,11.75
855,1,veggie bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Guacamole ,11.25,11.25
855,1,chips and fresh tomato salsa,,2.95,2.95
855,1,chips,,2.15,2.15
856,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
857,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
857,1,chips,,2.15,2.15
857,1,bottled water,,1.5,1.5
858,1,barbacoa burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
858,1,chips and guacamole,,4.45,4.45
859,1,chicken burrito, Tomatillo Red Chili Salsa Hot Rice Guacamole ,10.98,10.98
859,1,steak burrito, Fresh Tomato Salsa Mild Black Beans ,8.99,8.99
859,2,canned soda, Diet Coke ,2.18,1.09
860,1,chicken burrito, Roasted Chili Corn Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
860,1,chips and guacamole,,4.45,4.45
860,1,canned soft drink, Diet Coke ,1.25,1.25
861,1,steak soft tacos, Tomatillo Red Chili Salsa Hot Pinto Beans Black Beans Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
861,1,chips and roasted chili corn salsa,,2.39,2.39
862,1,chips and guacamole,,4.45,4.45
862,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,8.75,8.75
863,1,chicken burrito, Tomatillo Green Chili Salsa Medium Rice Cheese Guacamole ,10.98,10.98
864,1,steak soft tacos, Fresh Tomato Salsa Sour Cream Cheese Lettuce Guacamole ,11.75,11.75
864,1,bottled water,,1.5,1.5
865,1,chicken bowl, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Guacamole Rice Black Beans Cheese Sour Cream ,10.98,10.98
866,1,steak bowl, Fresh Tomato Salsa Mild Rice Cheese Sour Cream Lettuce ,8.99,8.99
866,1,chicken bowl, Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Sour Cream Lettuce ,8.49,8.49
866,1,chips and guacamole,,3.99,3.99
867,1,steak burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.99,8.99
867,1,chicken soft tacos, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
868,1,chips and guacamole,,3.99,3.99
868,1,chicken burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese ,8.49,8.49
868,1,chicken burrito, Tomatillo Green Chili Salsa Medium Black Beans Rice Cheese Sour Cream Lettuce ,8.49,8.49
868,1,steak burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese Lettuce ,8.99,8.99
869,1,veggie salad bowl, Tomatillo Red Chili Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole ,11.25,11.25
869,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Guacamole Lettuce ,11.25,11.25
870,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
871,1,chicken burrito, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Pinto Beans Black Beans Rice Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
872,1,chicken burrito, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Rice Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
872,1,chips and tomatillo green chili salsa,,2.39,2.39
872,1,nantucket nectar, Pineapple Orange Banana ,3.39,3.39
873,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
873,1,canned soft drink, Sprite ,1.25,1.25
873,1,chips and fresh tomato salsa,,2.95,2.95
874,1,steak bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
874,1,bottled water,,1.5,1.5
875,1,chicken bowl, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Cheese Guacamole ,10.98,10.98
875,1,side of chips,,1.69,1.69
876,1,chips and guacamole,,4.45,4.45
876,1,chicken burrito, Roasted Chili Corn Salsa ,8.75,8.75
877,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Lettuce ,8.75,8.75
877,1,chicken bowl, Fresh Tomato Salsa Rice Pinto Beans Sour Cream Cheese Lettuce ,8.75,8.75
878,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Lettuce ,8.75,8.75
878,1,chips and guacamole,,4.45,4.45
879,1,steak burrito, Tomatillo Red Chili Salsa Rice Cheese Sour Cream ,9.25,9.25
879,1,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,8.75,8.75
879,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole ,11.25,11.25
879,1,chicken bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream ,8.75,8.75
880,1,chips and guacamole,,3.99,3.99
880,1,steak bowl, Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
880,1,chicken burrito, Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Sour Cream ,8.49,8.49
881,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Sour Cream Cheese Guacamole ,11.25,11.25
881,1,chicken burrito, Fresh Tomato Salsa Sour Cream Cheese Lettuce Guacamole ,11.25,11.25
881,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans ,8.75,8.75
882,1,chips and guacamole,,4.45,4.45
882,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Lettuce ,8.75,8.75
883,1,chips and guacamole,,4.45,4.45
883,1,canned soft drink, Diet Coke ,1.25,1.25
883,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Black Beans Pinto Beans Cheese Lettuce ,8.75,8.75
884,1,chicken bowl, Tomatillo Red Chili Salsa Rice Black Beans Sour Cream Cheese Lettuce ,8.75,8.75
884,1,bottled water,,1.5,1.5
884,1,chips,,2.15,2.15
885,1,carnitas bowl, Fresh Tomato Salsa Rice Fajita Vegetables Black Beans Cheese Lettuce Guacamole ,11.75,11.75
885,1,steak burrito, Fresh Tomato Salsa Rice Fajita Vegetables Pinto Beans Cheese Lettuce Guacamole ,11.75,11.75
886,1,steak bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
886,1,steak bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
887,1,steak bowl, Fresh Tomato Salsa Rice Black Beans Sour Cream Cheese Guacamole ,11.75,11.75
887,1,bottled water,,1.5,1.5
888,1,chicken burrito, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
888,1,carnitas soft tacos, Fresh Tomato Salsa Cheese Sour Cream Lettuce ,9.25,9.25
888,1,canned soft drink, Sprite ,1.25,1.25
888,1,chicken burrito, Fresh Tomato Salsa Black Beans Cheese Sour Cream ,8.75,8.75
888,1,chips,,2.15,2.15
889,1,steak burrito, Roasted Chili Corn Salsa Medium Tomatillo Green Chili Salsa Medium Rice Black Beans Pinto Beans Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
889,1,canned soda, Mountain Dew ,1.09,1.09
890,1,chips and guacamole,,4.45,4.45
890,1,chicken burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.25,11.25
890,1,steak bowl, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.75,11.75
891,1,chips,,2.15,2.15
891,1,chicken bowl, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
891,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans ,8.75,8.75
892,1,canned soft drink, Lemonade ,1.25,1.25
892,1,steak bowl, Fresh Tomato Salsa ,9.25,9.25
892,1,chips,,2.15,2.15
893,1,steak burrito, Tomatillo Green Chili Salsa Fajita Vegetables Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
893,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Sour Cream Guacamole Lettuce ,11.25,11.25
894,1,veggie burrito, Tomatillo Red Chili Salsa Fajita Vegetables Rice Pinto Beans Cheese Lettuce ,8.75,8.75
894,1,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese Guacamole Lettuce ,11.25,11.25
894,1,chips and guacamole,,4.45,4.45
895,1,chicken burrito, Fresh Tomato Salsa Mild Rice Cheese Lettuce ,8.49,8.49
895,1,side of chips,,1.69,1.69
896,1,veggie salad bowl, Roasted Chili Corn Salsa Fajita Vegetables ,8.75,8.75
896,1,chicken salad bowl, Fresh Tomato Salsa Pinto Beans Sour Cream Cheese ,8.75,8.75
897,1,steak burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.99,8.99
897,1,chicken soft tacos, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
898,1,steak crispy tacos, Tomatillo Red Chili Salsa Rice Pinto Beans Sour Cream Cheese Lettuce ,9.25,9.25
898,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Guacamole ,11.25,11.25
898,1,chips and tomatillo red chili salsa,,2.95,2.95
899,1,chips and guacamole,,4.45,4.45
899,1,steak crispy tacos, Fresh Tomato Salsa Guacamole ,11.75,11.75
899,1,6 pack soft drink, Coke ,6.49,6.49
900,1,carnitas bowl, Roasted Chili Corn Salsa Medium Rice Guacamole Lettuce ,11.48,11.48
900,1,steak bowl, Fresh Tomato Salsa Mild Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Black Beans Rice Cheese Sour Cream ,8.99,8.99
901,4,canned soda, Sprite ,4.36,1.09
901,1,steak burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Rice Sour Cream Guacamole Lettuce ,11.48,11.48
901,1,steak burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Lettuce ,8.99,8.99
901,1,chicken burrito, Fresh Tomato Salsa Mild Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
902,1,carnitas burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Guacamole ,11.48,11.48
903,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
903,1,chips,,2.15,2.15
903,1,bottled water,,1.5,1.5
904,1,barbacoa burrito, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream ,8.99,8.99
904,1,side of chips,,1.69,1.69
905,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole ,11.25,11.25
905,1,canned soft drink, Nestea ,1.25,1.25
906,1,carnitas soft tacos, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
906,1,barbacoa soft tacos, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
907,1,chicken soft tacos, Roasted Chili Corn Salsa Rice Cheese ,8.75,8.75
907,1,steak soft tacos, Roasted Chili Corn Salsa Black Beans Sour Cream Lettuce ,9.25,9.25
907,2,chips and guacamole,,8.9,4.45
907,1,chips,,2.15,2.15
907,1,barbacoa bowl, Fresh Tomato Salsa Rice Fajita Vegetables Black Beans Sour Cream ,9.25,9.25
908,1,chicken burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
908,1,chicken burrito, Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Lettuce ,8.49,8.49
909,1,chicken bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Sour Cream Lettuce ,8.75,8.75
909,1,barbacoa burrito, Tomatillo Red Chili Salsa Rice Cheese Lettuce ,9.25,9.25
909,2,chips,,4.3,2.15
910,1,barbacoa soft tacos, Tomatillo Red Chili Salsa Rice Pinto Beans Cheese Sour Cream ,9.25,9.25
910,1,chicken bowl, Fresh Tomato Salsa ,8.75,8.75
911,1,chicken burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese ,8.75,8.75
911,1,chips,,2.15,2.15
911,1,canned soft drink, Diet Coke ,1.25,1.25
912,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Lettuce ,8.75,8.75
912,1,canned soft drink, Lemonade ,1.25,1.25
912,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
912,2,chips and fresh tomato salsa,,5.9,2.95
913,1,carnitas bowl, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
913,1,veggie salad bowl, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese Lettuce ,8.75,8.75
913,1,carnitas burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese ,9.25,9.25
913,1,chips and guacamole,,4.45,4.45
914,1,steak bowl, Roasted Chili Corn Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
914,1,steak bowl, Tomatillo Green Chili Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
915,2,canned soft drink, Coke ,2.5,1.25
915,1,steak bowl, Fresh Tomato Salsa Rice ,9.25,9.25
915,1,chips,,2.15,2.15
916,1,steak bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Cheese Lettuce ,9.25,9.25
916,1,bottled water,,1.5,1.5
916,1,canned soft drink, Coke ,1.25,1.25
916,1,veggie burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
916,1,chips and tomatillo red chili salsa,,2.95,2.95
916,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Lettuce ,8.75,8.75
916,1,chicken soft tacos, Fresh Tomato Salsa Fajita Vegetables Cheese Lettuce ,8.75,8.75
916,1,chicken soft tacos, Fresh Tomato Salsa Cheese Lettuce ,8.75,8.75
917,1,chicken burrito, Tomatillo Green Chili Salsa Medium Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
918,1,chicken burrito, Fresh Tomato Salsa Rice ,8.75,8.75
918,1,chicken soft tacos, Fresh Tomato Salsa Rice Cheese ,8.75,8.75
919,1,chicken burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
919,1,chips,,2.15,2.15
919,1,canned soft drink, Sprite ,1.25,1.25
920,1,chicken burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
921,1,chicken bowl, Fresh Tomato Salsa Rice Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
921,1,chips,,2.15,2.15
921,1,bottled water,,1.5,1.5
922,1,chicken bowl, Roasted Chili Corn Salsa Cheese Lettuce Fajita Vegetables Rice ,8.75,8.75
922,1,chips and tomatillo green chili salsa,,2.95,2.95
922,1,canned soft drink, Sprite ,1.25,1.25
923,1,carnitas soft tacos, Roasted Chili Corn Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
923,1,carnitas soft tacos, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
924,1,chicken burrito, Roasted Chili Corn Salsa Medium Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
924,1,chips and roasted chili corn salsa,,2.39,2.39
925,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,8.75,8.75
925,1,chips and guacamole,,4.45,4.45
926,1,steak burrito, Fresh Tomato Salsa Rice Sour Cream Lettuce ,9.25,9.25
926,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Sour Cream Lettuce ,8.75,8.75
926,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Sour Cream ,8.75,8.75
926,1,steak bowl, Fresh Tomato Salsa Rice Black Beans Lettuce ,9.25,9.25
926,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
926,1,steak burrito, Roasted Chili Corn Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
926,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,8.75,8.75
